,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
29,-1.9953847650289045,-1.1062841185552763,0.40861976910585485,2.3015611147810286,0.7105664358146169,-1.3632650131823614,0.30068872840093075,1.6667300907795102,-0.6145677806053521,-1.5931475161485305,-0.5204618874928656,0.1621098641586974,0.36700422151855655,-0.841445098646823,0.27264083972056463,2.777052993144052,0.554050439136785,-0.9821327133799926,0.9902640183908182,1.869021580239564
535,0.010661415820542986,-0.6582463085482313,0.3592182828716463,1.2389664102178997,-0.5070231358305715,0.5941377882385939,-0.28189482149846434,2.167017923393372,0.022402992691430843,-0.0207028548366699,-1.274798159027127,-1.08511555533876,-0.15688274786759468,-0.5925048762818262,2.14978079787268,0.23210159808691688,-1.8150527800716507,0.5980972008178652,-0.23990041168866053,-0.07518897912476617
695,-0.3763598928082924,1.694051310938364,0.5211703790230562,-0.3620226143610252,0.03190782050615015,0.7798441707370136,0.2053170170747,-0.36573796660155256,-1.2187731545487699,0.8768080657831471,-0.919974651784851,1.7846660034005608,1.1212879431037142,-0.07204106177029108,0.3971117017865891,0.9431566227275932,-0.6661770170772346,-0.412654489111692,0.6612909743604697,0.4724271759754098
557,0.5078474905102159,-0.21831176644525116,3.0262184943043553,0.04983962846942074,-0.004788048267917262,-0.3757937428972182,0.8003705687149583,1.2691158296540581,-0.9895426690597086,-1.192337600934934,0.4441466025926909,-0.73374820104498,0.49693734654507565,-0.1501363024358251,-1.1653667582087384,0.6878321036994615,-0.12326649747206155,-1.0620405624814278,-2.0087597817774236,0.3089943976636672
836,0.382860293103723,-0.26409263974571784,-0.6974839428097197,-0.9896103517015452,-0.26689079274577665,0.5776818039378572,-0.06612694276862939,1.648567981188013,0.4869515141503615,-0.8535601491612262,1.1745631681142714,0.39724035206811764,-0.7822039420610251,-0.45397616592585366,-0.03571989431039763,-0.5298580473497165,1.2994820886317278,-0.9832347266157322,-1.6586596603691466,-0.7704011220595018
596,-0.4798116704422648,0.28275082248345734,-0.35952380203344675,0.26181570850976027,1.1234453489841867,-0.39145603217345887,-0.707712654458389,0.6030207644836266,-0.7284753659374436,-0.43607942746235706,1.2690209324732438,0.5086441831125971,1.069217307886151,1.097819986450051,-1.093725577804946,0.9562100499168694,-0.14611902053821238,-1.286688551820337,-0.2792537389261637,-0.7255126991346306
165,-0.5681870850276793,1.1316379496127082,0.36333088793452695,-0.662170072925496,3.106749328572791,0.5949039377538184,0.5102346775048909,0.25360003582526536,-0.9154463758267336,0.6515363153331676,-2.238945371066359,0.9272335164283942,0.5477586018171542,0.06668761264902963,1.1306648184760308,0.19446005901143879,-1.052114653850316,0.8215200638137118,0.66766785534804,2.3165977525857757
918,-1.36856565277166,0.1405597453327666,0.3229583945244344,-1.0872364198355347,0.5907059136009861,-0.08376728404619539,1.0607053072336217,1.4033734549238472,0.6007623148700435,1.2929289251510183,-0.15681375054315472,-3.260615095776539,-0.06689685535815863,-0.3033372363538464,-0.7930463942962205,1.7559871262587372,0.32777005636631595,-0.18828878565362286,-1.4209776241541414,0.23306974747249853
495,-0.752714969044947,0.41423386586811217,-0.14883640809019122,0.5743576457052744,1.1053352851540197,1.7981625491134277,0.030521965823339384,0.48125579224153536,1.0956875185012398,-0.013643592007330615,1.360376795154866,0.09782983053975428,0.2921736528161169,0.3885154813089855,0.38637490705657274,0.1884255768595687,-0.21402953315511417,0.18747991080140422,-0.22532132036175584,-0.9227776367071715
824,-1.3122834112374318,0.35054597866410736,0.7405564510962748,0.8461606475850334,1.2245077048054989,-1.0949118457410418,0.4089005379368278,0.593578523237067,-0.26621850600362207,-0.8595159408319863,-0.038695509266051115,-0.4471285647859982,0.4034916417908,1.121417708235664,-1.6157723547032947,-0.9537006018079346,0.03261454669335856,0.1693824330586681,0.31515939204229176,-1.3731173202467557
65,-0.026392176477579736,-1.2032279652629447,-2.1239751697531286,0.14050215591189763,-0.254463076439561,0.3525180321021557,0.01510995016210422,-0.32659364756559806,0.5613773013763279,0.3985423540174638,0.9225619293609992,-0.6091564259945261,-1.6613790904504198,0.00624453735827651,0.9730592342396521,-1.1058418560523882,-0.07988158218331586,-0.992984354880353,1.6344733497461494,0.9991380245187083
141,-0.7937775486319684,0.5823097219710063,0.7919695855999209,0.9512590244411311,-0.14497653630901133,-0.7617771181350986,0.46611301926554516,-0.39951096158790145,0.5538898447171011,-1.103300773473429,-0.2905497173485232,-0.3133810874749475,0.2678588993351983,-0.6330162307679117,1.6186479850056072,0.5970950603451335,0.15227127757875536,1.054331604503821,-1.9244107571966034,-0.8384609305860333
925,-0.743927993413176,-0.1595355431399039,0.7239223783334312,-0.9959501134883642,-1.24206992805238,0.41739861828751157,0.4264462615230876,2.4372361189271077,-1.2908573386914455,-0.8159446876632656,-0.012271716317571317,-1.0358162068484296,-0.7597238966002432,0.31849803100096813,-0.6047177987384559,1.9419847594885637,-1.4230547518521555,2.572470506140294,0.07058872881342565,0.36422742612121695
